gender,age,education,field,risk_pref
Female,43,Bachelors,Finance,Moderate
Male,42,Bachelors,Others,Moderate
Male,40,Bachelors,Finance,Moderate
Male,43,Bachelors,Others,Moderate
Male,41,Bachelors,Others,Moderate
Male,38,Masters,Others,Moderate
Male,40,Bachelors,IT,Moderate
Male,37,Bachelors,Teaching,Moderate
Male,39,Bachelors,Others,Moderate
Male,41,Masters,Finance,Moderate
Female,37,Masters,Finance,Moderate
Male,38,Masters,IT,Aggressive
Female,42,Masters,IT,Moderate
Female,43,Bachelors,Others,Moderate
Male,37,Bachelors,Finance,Moderate
Female,43,Masters,Medical,Moderate
Male,43,Masters,Medical,Moderate
Male,44,Masters,Others,Moderate
Female,38,Bachelors,IT,Moderate
Male,39,Masters,Finance,Moderate
Male,47,Bachelors,Others,Moderate
Male,43,Masters,IT,Moderate
Male,38,Masters,Others,Moderate
Female,39,Bachelors,IT,Moderate
Female,40,Bachelors,Medical,Moderate
Male,42,Masters,Teaching,Moderate
Male,38,Bachelors,Teaching,Moderate
Male,41,Bachelors,Teaching,Moderate
Male,40,Bachelors,Others,Moderate
Male,48,Masters,Others,Moderate
Male,40,Bachelors,IT,Moderate
Male,38,Bachelors,Teaching,Moderate
Male,40,Masters,IT,Aggressive
Male,40,Bachelors,Finance,Moderate
Male,38,Masters,Teaching,Moderate
Male,40,Bachelors,Teaching,Moderate
Female,39,Bachelors,Medical,Moderate
Male,37,Masters,Others,Moderate
Male,39,Bachelors,Finance,Moderate
Female,37,Masters,Teaching,Moderate
Female,48,Masters,Others,Moderate
Male,42,Masters,Teaching,Moderate
Female,43,Bachelors,Others,Moderate
Female,42,Bachelors,Medical,Moderate
Male,42,Bachelors,Teaching,Moderate
Male,42,Bachelors,Teaching,Moderate
Female,44,Masters,Teaching,Moderate
Male,37,Bachelors,IT,Moderate
Female,43,Bachelors,IT,Moderate
Male,40,Masters,IT,Aggressive
Female,45,Masters,IT,Moderate
Female,39,Masters,Teaching,Moderate
Male,40,Bachelors,Teaching,Moderate
Male,39,Masters,Teaching,Moderate
Female,41,Masters,Others,Moderate
Female,42,Masters,IT,Moderate
Female,45,Masters,IT,Moderate
Female,43,Masters,Others,Moderate
Male,38,Masters,Finance,Moderate
Male,42,Masters,Others,Moderate
Male,37,Bachelors,Finance,Moderate
Male,44,Bachelors,Medical,Moderate
Male,40,Masters,Finance,Moderate
Female,37,Bachelors,Medical,Moderate
Female,41,Masters,Others,Moderate
Male,39,Masters,IT,Aggressive
Male,39,Masters,Others,Moderate
Male,39,Masters,Medical,Aggressive
Male,39,Masters,IT,Aggressive
Male,40,Bachelors,Finance,Moderate
Female,43,Bachelors,IT,Moderate
Male,41,Masters,Teaching,Moderate
Male,41,Bachelors,Teaching,Moderate
Female,39,Bachelors,Finance,Moderate
Female,37,Masters,Finance,Moderate
Male,40,Masters,Finance,Moderate
Male,40,Masters,IT,Aggressive
Male,37,Bachelors,Teaching,Moderate
Female,43,Bachelors,Others,Moderate
Male,38,Bachelors,Medical,Moderate
Male,39,Masters,IT,Aggressive
Male,39,Masters,Medical,Aggressive
Male,40,Bachelors,Medical,Moderate
Male,39,Masters,Finance,Moderate
Female,38,Bachelors,Finance,Moderate
Male,44,Masters,Medical,Moderate
Male,40,Bachelors,Finance,Moderate
Female,37,Masters,IT,Aggressive
Male,39,Bachelors,Finance,Moderate
Female,46,Bachelors,Finance,Moderate
Male,39,Bachelors,Medical,Moderate
Female,46,Masters,Others,Moderate
Female,46,Masters,Others,Moderate
Male,37,Masters,Finance,Moderate
Male,37,Bachelors,IT,Moderate
Male,37,Masters,Finance,Moderate
Female,37,Masters,Teaching,Moderate
Female,43,Bachelors,Teaching,Moderate
Male,38,Bachelors,IT,Moderate
Female,42,Bachelors,Teaching,Moderate
Female,37,Masters,Others,Moderate
Male,41,Bachelors,Finance,Moderate
Male,38,Bachelors,IT,Moderate
Male,41,Bachelors,Medical,Moderate
Male,41,Bachelors,Teaching,Moderate
Male,38,Masters,IT,Aggressive
Female,39,Masters,Others,Moderate
Male,41,Masters,Medical,Moderate
Male,38,Bachelors,Teaching,Moderate
Male,41,Bachelors,IT,Moderate
Female,39,Bachelors,Medical,Moderate
Male,39,Bachelors,IT,Moderate
Male,38,Bachelors,Others,Moderate
Female,46,Masters,Finance,Moderate
Male,39,Bachelors,IT,Moderate
Male,40,Bachelors,Teaching,Moderate
Female,37,Bachelors,Medical,Moderate
Male,38,Bachelors,Finance,Moderate
Male,37,Bachelors,Others,Moderate
Male,37,Masters,Finance,Moderate
Female,38,Masters,IT,Aggressive
Female,38,Bachelors,IT,Moderate
Female,46,Bachelors,Others,Moderate
Female,42,Bachelors,Teaching,Moderate
Female,47,Bachelors,Others,Moderate
Male,37,Bachelors,Others,Moderate
Male,37,Bachelors,IT,Moderate
Female,46,Bachelors,Teaching,Moderate
Male,37,Bachelors,Medical,Moderate
Female,38,Bachelors,IT,Moderate
Male,38,Bachelors,Teaching,Moderate
Male,39,Bachelors,Others,Moderate
Female,47,Masters,Others,Moderate
Female,40,Masters,Finance,Moderate
Female,44,Masters,IT,Moderate
Male,37,Bachelors,IT,Moderate
Female,41,Bachelors,Teaching,Moderate
Male,42,Bachelors,Others,Moderate
Female,39,Bachelors,Teaching,Moderate
Male,37,Bachelors,Teaching,Moderate
Male,40,Masters,Others,Moderate
Male,37,Masters,Others,Moderate
Female,46,Bachelors,Finance,Moderate
Male,39,Masters,IT,Aggressive
Male,44,Bachelors,Others,Moderate
Female,39,Bachelors,IT,Moderate
Female,45,Masters,Others,Moderate
Male,37,Masters,Medical,Aggressive
Male,37,Masters,Finance,Moderate
Female,42,Masters,IT,Moderate
Female,47,Masters,Others,Moderate
Male,38,Masters,Finance,Moderate
Male,37,Bachelors,IT,Moderate
Male,41,Bachelors,IT,Moderate
Male,41,Masters,Teaching,Moderate
Female,45,Bachelors,Medical,Moderate
Female,44,Masters,Teaching,Moderate
Female,41,Bachelors,Finance,Moderate
Male,39,Masters,IT,Aggressive
Female,40,Masters,Others,Moderate
Male,37,Masters,Medical,Aggressive
Male,45,Bachelors,Others,Moderate
Male,38,Bachelors,Finance,Moderate
Male,39,Bachelors,Medical,Moderate
Male,39,Masters,Finance,Moderate
Male,40,Masters,Medical,Aggressive
Female,44,Bachelors,IT,Moderate
Male,39,Bachelors,Others,Moderate
Female,44,Masters,Others,Moderate
Male,42,Bachelors,Medical,Moderate
Female,46,Masters,Medical,Moderate
Male,37,Bachelors,Finance,Moderate
Male,42,Bachelors,Medical,Moderate
Female,40,Bachelors,IT,Moderate
Male,40,Masters,Finance,Moderate
Male,42,Masters,IT,Moderate
Male,37,Masters,IT,Aggressive
Male,38,Masters,IT,Aggressive
Male,42,Masters,IT,Moderate
Female,44,Masters,Finance,Moderate
Female,42,Bachelors,IT,Moderate
Male,39,Bachelors,Finance,Moderate
Male,40,Bachelors,Others,Moderate
Male,42,Masters,Others,Moderate
Male,39,Bachelors,Medical,Moderate
Female,38,Masters,Medical,Aggressive
Male,41,Bachelors,Finance,Moderate
Male,41,Bachelors,Medical,Moderate
Female,42,Masters,Teaching,Moderate
Female,37,Bachelors,Others,Moderate
Male,39,Masters,Teaching,Moderate
Male,38,Bachelors,Others,Moderate
Male,40,Masters,Others,Moderate
Female,44,Bachelors,Medical,Moderate
Male,42,Masters,Finance,Moderate
Female,41,Bachelors,Finance,Moderate
Male,41,Bachelors,IT,Moderate
Male,41,Masters,IT,Moderate
Male,39,Masters,Others,Moderate
Female,37,Masters,IT,Aggressive
Female,46,Bachelors,Teaching,Moderate
Male,37,Masters,Finance,Moderate
Male,38,Bachelors,Medical,Moderate
Male,37,Masters,Teaching,Moderate
Male,44,Masters,IT,Moderate
Female,37,Bachelors,Medical,Moderate
Female,39,Masters,Finance,Moderate
Male,39,Masters,Medical,Aggressive
Male,42,Masters,Medical,Moderate
Male,38,Masters,Medical,Aggressive
Female,43,Bachelors,Medical,Moderate
Male,46,Masters,IT,Moderate
Male,40,Bachelors,Teaching,Moderate
Female,45,Masters,Teaching,Moderate
Male,41,Bachelors,Teaching,Moderate
Male,48,Bachelors,Teaching,Moderate
Male,39,Masters,Others,Moderate
Male,37,Masters,Others,Moderate
Male,40,Bachelors,Medical,Moderate
Female,39,Bachelors,Finance,Moderate
Male,42,Masters,Teaching,Moderate
Female,39,Bachelors,IT,Moderate
Male,40,Masters,Medical,Aggressive
Male,42,Bachelors,Others,Moderate
Male,37,Masters,Teaching,Moderate
Female,42,Bachelors,IT,Moderate
Male,37,Bachelors,Others,Moderate
Male,42,Masters,Finance,Moderate
Female,38,Masters,Others,Moderate
Female,38,Masters,IT,Aggressive
Male,38,Masters,Teaching,Moderate
Male,39,Masters,Finance,Moderate
Female,47,Bachelors,Others,Moderate
Male,40,Bachelors,Finance,Moderate
Male,40,Bachelors,IT,Moderate
Male,38,Bachelors,Finance,Moderate
Male,39,Bachelors,Others,Moderate
Female,42,Masters,IT,Moderate
Female,41,Bachelors,Teaching,Moderate
Female,41,Bachelors,Teaching,Moderate
Male,44,Masters,Others,Moderate
Male,39,Bachelors,Medical,Moderate
Male,42,Bachelors,Others,Moderate
Male,37,Masters,Medical,Aggressive
Male,39,Masters,Finance,Moderate
Male,39,Masters,Teaching,Moderate
Male,38,Masters,IT,Aggressive
Female,44,Masters,Others,Moderate
Female,39,Bachelors,Teaching,Moderate
Male,38,Masters,IT,Aggressive
Male,39,Masters,Finance,Moderate
Female,44,Bachelors,Teaching,Moderate
Male,44,Masters,Finance,Moderate
Male,37,Masters,Finance,Moderate
Male,39,Bachelors,IT,Moderate
Male,37,Masters,Teaching,Moderate
Male,38,Bachelors,Others,Moderate
Female,40,Masters,Teaching,Moderate
Female,44,Bachelors,Others,Moderate
Male,41,Masters,Teaching,Moderate
Female,39,Masters,Others,Moderate
Female,43,Bachelors,Others,Moderate
Male,37,Bachelors,Medical,Moderate
Male,42,Masters,Teaching,Moderate
Female,41,Masters,Others,Moderate
Male,38,Bachelors,Others,Moderate
Male,38,Bachelors,IT,Moderate
Male,37,Bachelors,Teaching,Moderate
Male,45,Bachelors,Others,Moderate
Male,43,Bachelors,Medical,Moderate
Male,40,Masters,Teaching,Moderate
Female,43,Masters,Teaching,Moderate
Male,45,Bachelors,Others,Moderate
Female,45,Masters,Others,Moderate
Female,48,Bachelors,Finance,Moderate
Male,39,Masters,IT,Aggressive
Male,45,Bachelors,Teaching,Moderate
Female,42,Masters,Finance,Moderate
Male,41,Masters,Teaching,Moderate
Male,38,Masters,Finance,Moderate
Female,37,Bachelors,Others,Moderate
Male,37,Masters,IT,Aggressive
Female,46,Masters,Teaching,Moderate
Male,42,Masters,Finance,Moderate
Female,46,Bachelors,Medical,Moderate
Male,38,Bachelors,Teaching,Moderate
Male,38,Bachelors,Medical,Moderate
Female,41,Masters,Teaching,Moderate
Female,39,Bachelors,Medical,Moderate
Male,41,Masters,Finance,Moderate
Male,40,Bachelors,Finance,Moderate
Male,41,Bachelors,Others,Moderate
Male,37,Bachelors,Others,Moderate
Male,40,Bachelors,Others,Moderate
Female,47,Bachelors,Finance,Moderate
Male,37,Bachelors,Others,Moderate
Male,39,Bachelors,IT,Moderate
Male,40,Bachelors,Medical,Moderate
Male,41,Masters,Teaching,Moderate
Male,38,Bachelors,Teaching,Moderate
Male,41,Masters,IT,Moderate
Male,38,Masters,Finance,Moderate
Male,37,Masters,Medical,Aggressive
Female,37,Masters,IT,Aggressive
Female,39,Masters,Medical,Aggressive
Male,40,Masters,Medical,Aggressive
Female,42,Masters,IT,Moderate
Female,39,Bachelors,Finance,Moderate
Male,42,Bachelors,IT,Moderate
Male,39,Masters,Medical,Aggressive
Male,38,Masters,Others,Moderate
Male,41,Masters,Others,Moderate
Male,39,Masters,Finance,Moderate
Female,42,Masters,Finance,Moderate
Male,39,Bachelors,Teaching,Moderate
Male,42,Masters,Teaching,Moderate
Male,38,Masters,Finance,Moderate
Male,45,Bachelors,IT,Moderate
Male,40,Bachelors,Medical,Moderate
Female,39,Masters,IT,Aggressive
Male,37,Bachelors,Medical,Moderate
Male,48,Masters,Teaching,Moderate
Female,44,Bachelors,Teaching,Moderate
Male,41,Bachelors,Others,Moderate
Male,39,Bachelors,Others,Moderate
Male,41,Masters,Others,Moderate
Male,43,Masters,IT,Moderate
Male,39,Masters,Finance,Moderate
Male,38,Masters,IT,Aggressive
Male,37,Masters,Medical,Aggressive
Male,37,Bachelors,Teaching,Moderate
Female,40,Bachelors,Teaching,Moderate
Male,38,Masters,Finance,Moderate
Male,40,Masters,Others,Moderate
Male,38,Masters,IT,Aggressive
Male,39,Masters,Medical,Aggressive
Male,40,Masters,IT,Aggressive
Male,39,Bachelors,Finance,Moderate
Male,40,Masters,IT,Aggressive
Female,43,Masters,Finance,Moderate
Female,37,Masters,Others,Moderate
Female,43,Bachelors,Medical,Moderate
Male,43,Bachelors,Medical,Moderate
Male,41,Masters,Medical,Moderate
Male,39,Masters,Finance,Moderate
Male,38,Masters,Teaching,Moderate
Female,38,Bachelors,IT,Moderate
Female,37,Bachelors,Finance,Moderate
Male,41,Masters,IT,Moderate
Male,39,Masters,IT,Aggressive
Male,38,Masters,Others,Moderate
Male,41,Masters,Finance,Moderate
Male,38,Masters,Finance,Moderate
Male,37,Masters,Medical,Aggressive
Female,37,Bachelors,Teaching,Moderate
Male,42,Bachelors,Others,Moderate
Male,38,Bachelors,IT,Moderate
Male,38,Bachelors,Medical,Moderate
Male,40,Bachelors,Finance,Moderate
Male,42,Masters,Others,Moderate
Female,38,Masters,Finance,Moderate
Female,45,Masters,Teaching,Moderate
Male,39,Masters,Finance,Moderate
Male,42,Bachelors,Finance,Moderate
Male,42,Bachelors,Medical,Moderate
Female,47,Masters,Medical,Moderate
Female,41,Bachelors,Finance,Moderate
Female,46,Masters,Others,Moderate
Male,41,Masters,Medical,Moderate
Male,42,Masters,Medical,Moderate
Male,39,Bachelors,Others,Moderate
Female,44,Bachelors,Medical,Moderate
Male,43,Bachelors,Others,Moderate
Female,46,Bachelors,Medical,Moderate
Male,48,Bachelors,Medical,Moderate
Male,44,Masters,Teaching,Moderate
Male,38,Bachelors,Teaching,Moderate
Male,40,Bachelors,IT,Moderate
Female,37,Bachelors,Teaching,Moderate
Male,41,Masters,Finance,Moderate
Female,47,Bachelors,Finance,Moderate
Male,39,Masters,IT,Aggressive
Female,47,Masters,Teaching,Moderate
Female,45,Bachelors,Others,Moderate
Male,41,Bachelors,Teaching,Moderate
Female,38,Masters,Finance,Moderate
Female,40,Masters,Finance,Moderate
Female,37,Bachelors,IT,Moderate
Male,38,Bachelors,Teaching,Moderate
Female,37,Bachelors,Teaching,Moderate
Female,44,Masters,IT,Moderate
Female,40,Masters,Teaching,Moderate
Male,40,Bachelors,Finance,Moderate
Female,40,Masters,Others,Moderate
Female,37,Bachelors,Teaching,Moderate
Male,39,Masters,Finance,Moderate
Male,39,Bachelors,Medical,Moderate
Female,37,Bachelors,IT,Moderate
Male,40,Masters,Finance,Moderate
Male,39,Bachelors,Teaching,Moderate
Female,42,Bachelors,Teaching,Moderate
Female,43,Masters,Others,Moderate
Male,38,Bachelors,Finance,Moderate
Female,37,Masters,IT,Aggressive
Male,40,Bachelors,Medical,Moderate
Female,39,Bachelors,Others,Moderate
Female,37,Masters,IT,Aggressive
Female,39,Bachelors,Others,Moderate
Male,38,Bachelors,Others,Moderate
Male,37,Masters,Teaching,Moderate
Male,38,Masters,Teaching,Moderate
Male,38,Bachelors,IT,Moderate
Female,38,Bachelors,IT,Moderate
Female,44,Masters,Finance,Moderate
Female,42,Masters,Others,Moderate
Male,42,Masters,Medical,Moderate
Female,41,Bachelors,Others,Moderate
Male,40,Bachelors,Others,Moderate
Male,42,Bachelors,Teaching,Moderate
Male,43,Bachelors,IT,Moderate
Male,40,Masters,Finance,Moderate
Female,40,Masters,Medical,Aggressive
Male,42,Bachelors,Finance,Moderate
Female,40,Masters,IT,Aggressive
Male,39,Bachelors,Finance,Moderate
Male,40,Masters,Medical,Aggressive
Male,37,Bachelors,Teaching,Moderate
Female,37,Masters,Medical,Aggressive
Male,43,Bachelors,IT,Moderate
Male,41,Bachelors,Finance,Moderate
Female,37,Masters,Medical,Aggressive
Male,42,Masters,IT,Moderate
Male,40,Masters,Teaching,Moderate
Male,37,Masters,Teaching,Moderate
Female,45,Bachelors,Finance,Moderate
Male,41,Bachelors,Finance,Moderate
Male,38,Bachelors,Others,Moderate
Male,41,Masters,IT,Moderate
Female,46,Bachelors,Finance,Moderate
Male,40,Bachelors,Others,Moderate
Female,42,Bachelors,IT,Moderate
Male,41,Bachelors,IT,Moderate
Female,42,Masters,Others,Moderate
Male,42,Masters,Medical,Moderate
Male,43,Masters,Others,Moderate
Male,44,Masters,Finance,Moderate
Male,43,Masters,Teaching,Moderate
Female,43,Bachelors,Teaching,Moderate
Female,38,Bachelors,Others,Moderate
Female,39,Masters,IT,Aggressive
Female,40,Bachelors,Others,Moderate
Male,40,Masters,Teaching,Moderate
Female,38,Masters,Finance,Moderate
Female,42,Masters,Finance,Moderate
Female,37,Masters,IT,Aggressive
Female,44,Masters,IT,Moderate
Male,43,Bachelors,IT,Moderate
Male,48,Masters,Others,Moderate
Female,37,Bachelors,Medical,Moderate
Male,39,Bachelors,Others,Moderate
Male,39,Masters,IT,Aggressive
Male,43,Bachelors,Finance,Moderate
Male,39,Masters,Finance,Moderate
Male,43,Bachelors,Medical,Moderate
Male,40,Masters,Teaching,Moderate
Female,43,Bachelors,Others,Moderate
Male,43,Masters,Medical,Moderate
Male,39,Masters,Medical,Aggressive
Female,37,Bachelors,Teaching,Moderate
Male,39,Bachelors,Medical,Moderate
Female,42,Masters,Medical,Moderate
Female,37,Bachelors,IT,Moderate
Female,40,Bachelors,IT,Moderate
Male,40,Bachelors,Medical,Moderate
Male,40,Masters,Teaching,Moderate
Female,48,Bachelors,Medical,Moderate
Female,42,Masters,Medical,Moderate
Male,41,Masters,Teaching,Moderate
Male,40,Bachelors,IT,Moderate
Male,42,Bachelors,Others,Moderate
Female,46,Bachelors,Teaching,Moderate
Female,45,Masters,Others,Moderate
Male,37,Masters,Finance,Moderate
Male,40,Bachelors,Teaching,Moderate
Male,40,Bachelors,IT,Moderate
Female,43,Masters,Others,Moderate
Male,38,Bachelors,Others,Moderate
Female,37,Masters,Finance,Moderate
Female,37,Masters,Teaching,Moderate
Male,41,Bachelors,IT,Moderate
Male,39,Masters,Medical,Aggressive
Female,40,Masters,Finance,Moderate
Female,39,Masters,Medical,Aggressive
Male,43,Bachelors,Medical,Moderate
Male,39,Bachelors,IT,Moderate
Female,43,Bachelors,Teaching,Moderate
Male,37,Masters,Others,Moderate
Male,43,Masters,Finance,Moderate
Male,39,Bachelors,Finance,Moderate
Female,44,Masters,Teaching,Moderate
Male,37,Masters,Teaching,Moderate
Male,37,Masters,Finance,Moderate
Female,40,Masters,Medical,Aggressive
Male,44,Bachelors,Finance,Moderate
Female,39,Bachelors,Teaching,Moderate
Male,37,Masters,Teaching,Moderate
Male,42,Bachelors,Finance,Moderate
Male,41,Bachelors,Finance,Moderate
Female,37,Masters,Teaching,Moderate
Male,38,Masters,Teaching,Moderate
Male,42,Bachelors,IT,Moderate
Male,38,Bachelors,Others,Moderate
Male,42,Bachelors,Others,Moderate
Male,42,Bachelors,Others,Moderate
Female,37,Bachelors,Finance,Moderate
Male,43,Masters,Medical,Moderate
Female,44,Masters,Teaching,Moderate
Male,41,Masters,Teaching,Moderate
Female,46,Bachelors,Others,Moderate
Male,38,Masters,Others,Moderate
Male,39,Masters,Medical,Aggressive
Male,37,Masters,Others,Moderate
Male,40,Masters,Teaching,Moderate
Male,37,Bachelors,Medical,Moderate
Male,42,Masters,IT,Moderate
Male,39,Bachelors,Teaching,Moderate
Male,39,Bachelors,Medical,Moderate
Male,37,Bachelors,Medical,Moderate
Female,37,Bachelors,IT,Moderate
Female,38,Masters,IT,Aggressive
Male,48,Bachelors,Teaching,Moderate
Female,40,Bachelors,IT,Moderate
Male,37,Masters,Others,Moderate
Male,39,Bachelors,Teaching,Moderate
Female,43,Bachelors,Finance,Moderate
Male,40,Bachelors,Finance,Moderate
Female,37,Masters,Finance,Moderate
Male,37,Masters,Medical,Aggressive
Male,38,Bachelors,Others,Moderate
Male,45,Bachelors,Finance,Moderate
Male,37,Masters,Medical,Aggressive
Female,38,Masters,Finance,Moderate
Male,38,Masters,IT,Aggressive
Female,44,Bachelors,Teaching,Moderate
Male,38,Bachelors,Finance,Moderate
Male,40,Bachelors,Teaching,Moderate
Male,37,Masters,Finance,Moderate
Female,43,Masters,Others,Moderate
Male,38,Masters,Medical,Aggressive
Female,37,Masters,Finance,Moderate
Female,41,Bachelors,Medical,Moderate
Male,41,Masters,Teaching,Moderate
Female,47,Masters,Medical,Moderate
Female,42,Masters,IT,Moderate
Male,42,Bachelors,Finance,Moderate
Female,40,Masters,Finance,Moderate
Female,42,Masters,Teaching,Moderate
Male,39,Masters,Teaching,Moderate
Female,37,Bachelors,Finance,Moderate
Female,45,Bachelors,Others,Moderate
Male,39,Masters,IT,Aggressive
Female,40,Masters,Finance,Moderate
Female,44,Masters,Finance,Moderate
Male,42,Bachelors,Finance,Moderate
Male,38,Masters,Others,Moderate
Female,42,Bachelors,Others,Moderate
Female,46,Masters,Teaching,Moderate
Female,45,Bachelors,Others,Moderate
Male,43,Masters,IT,Moderate
Male,39,Bachelors,Others,Moderate
Male,39,Bachelors,Others,Moderate
Male,38,Bachelors,IT,Moderate
Female,45,Masters,Others,Moderate
Male,40,Bachelors,IT,Moderate
Female,38,Bachelors,Medical,Moderate
Female,43,Masters,Medical,Moderate
Male,43,Bachelors,IT,Moderate
Male,37,Bachelors,Teaching,Moderate
Male,41,Bachelors,Medical,Moderate
Male,37,Bachelors,Medical,Moderate
Male,39,Masters,Teaching,Moderate
Male,39,Masters,Finance,Moderate
Female,39,Bachelors,Teaching,Moderate
Female,43,Bachelors,Teaching,Moderate
Female,39,Bachelors,Medical,Moderate
Male,38,Bachelors,Medical,Moderate
Male,44,Masters,IT,Moderate
Male,42,Bachelors,Teaching,Moderate
Female,41,Masters,Others,Moderate
Male,43,Bachelors,Finance,Moderate
Male,41,Masters,Medical,Moderate
Female,39,Bachelors,Others,Moderate
Male,39,Bachelors,Others,Moderate
Male,44,Bachelors,Teaching,Moderate
Female,42,Bachelors,IT,Moderate
Male,39,Masters,Finance,Moderate
Male,37,Masters,Others,Moderate
Male,38,Masters,Teaching,Moderate
Male,39,Masters,Teaching,Moderate
Male,43,Masters,IT,Moderate
Male,44,Bachelors,Finance,Moderate
Male,39,Masters,Finance,Moderate
Male,38,Bachelors,Finance,Moderate
Male,44,Masters,IT,Moderate
Female,40,Masters,Medical,Aggressive
Male,40,Masters,Medical,Aggressive
Female,41,Masters,Others,Moderate
Male,38,Bachelors,Finance,Moderate
Male,37,Bachelors,Others,Moderate
Female,37,Masters,Teaching,Moderate
Male,43,Bachelors,Medical,Moderate
Male,37,Masters,Medical,Aggressive
Female,37,Masters,Finance,Moderate
Male,37,Masters,Finance,Moderate
Female,38,Masters,Teaching,Moderate
Female,42,Masters,Others,Moderate
Male,39,Masters,Others,Moderate
Male,37,Masters,IT,Aggressive
Male,37,Masters,IT,Aggressive
Male,37,Bachelors,Teaching,Moderate
Female,42,Bachelors,Medical,Moderate
Female,37,Bachelors,Finance,Moderate
Male,39,Bachelors,Finance,Moderate
Male,40,Bachelors,Medical,Moderate
Male,41,Masters,Teaching,Moderate
Male,37,Bachelors,Teaching,Moderate
Male,39,Bachelors,Teaching,Moderate
Female,37,Bachelors,Teaching,Moderate
Male,37,Masters,Medical,Aggressive
Female,41,Masters,Finance,Moderate
Female,38,Masters,Teaching,Moderate
Female,44,Masters,Medical,Moderate
Female,38,Bachelors,Finance,Moderate
Male,38,Masters,Medical,Aggressive
Male,37,Bachelors,Others,Moderate
Male,40,Masters,Finance,Moderate
Female,41,Masters,Finance,Moderate
Male,40,Bachelors,Teaching,Moderate
Male,37,Bachelors,IT,Moderate
Male,38,Masters,Others,Moderate
Male,42,Bachelors,Others,Moderate
Female,44,Masters,Others,Moderate
Male,41,Masters,Medical,Moderate
Male,38,Masters,Medical,Aggressive
Female,37,Masters,Finance,Moderate
Male,48,Masters,Others,Moderate
Male,40,Bachelors,IT,Moderate
Female,39,Masters,Teaching,Moderate
Male,38,Masters,Teaching,Moderate
Male,39,Masters,Teaching,Moderate
Female,46,Masters,Medical,Moderate
Male,37,Bachelors,Finance,Moderate
Male,39,Bachelors,Others,Moderate
Female,44,Masters,Teaching,Moderate
Female,48,Masters,Finance,Moderate
Male,40,Masters,Finance,Moderate
Male,38,Masters,IT,Aggressive
Female,45,Bachelors,Teaching,Moderate
Female,39,Masters,Teaching,Moderate
Male,39,Masters,Teaching,Moderate
Male,38,Masters,Others,Moderate
Female,45,Masters,Others,Moderate
Female,46,Masters,Finance,Moderate
Female,40,Masters,Finance,Moderate
Male,40,Masters,Teaching,Moderate
Male,38,Masters,Medical,Aggressive
Male,37,Masters,Medical,Aggressive
Male,42,Masters,Others,Moderate
Male,39,Bachelors,Others,Moderate
Male,39,Bachelors,Medical,Moderate
Male,38,Bachelors,Teaching,Moderate
Male,48,Bachelors,Medical,Moderate
Male,40,Masters,Medical,Aggressive
Male,37,Bachelors,IT,Moderate
Female,37,Bachelors,Medical,Moderate
Male,40,Masters,IT,Aggressive
Male,41,Bachelors,Finance,Moderate
Female,41,Bachelors,IT,Moderate
Female,39,Masters,IT,Aggressive
Male,39,Masters,Finance,Moderate
Male,48,Masters,Medical,Moderate
Male,37,Bachelors,Teaching,Moderate
Male,43,Masters,Teaching,Moderate
Male,42,Bachelors,Medical,Moderate
Male,39,Masters,Others,Moderate
Female,37,Bachelors,Teaching,Moderate
Female,46,Bachelors,Teaching,Moderate
Female,45,Masters,Teaching,Moderate
Male,37,Masters,Medical,Aggressive
Female,46,Masters,Teaching,Moderate
Male,38,Bachelors,Medical,Moderate
Female,37,Masters,Finance,Moderate
Male,37,Masters,Medical,Aggressive
Male,38,Bachelors,Medical,Moderate
Female,42,Masters,Finance,Moderate
Male,40,Bachelors,Finance,Moderate
Male,38,Masters,Teaching,Moderate
Female,38,Masters,Teaching,Moderate
Female,47,Bachelors,IT,Moderate
Male,44,Bachelors,Others,Moderate
Female,38,Masters,Others,Moderate
Male,41,Masters,Medical,Moderate
Female,40,Bachelors,Teaching,Moderate
Male,38,Bachelors,Finance,Moderate
Male,42,Masters,IT,Moderate
Male,38,Bachelors,Finance,Moderate
Male,37,Bachelors,Finance,Moderate
Female,47,Masters,IT,Moderate
Female,40,Bachelors,Finance,Moderate
Female,40,Bachelors,Others,Moderate
Female,48,Masters,Medical,Moderate
Male,41,Masters,Finance,Moderate
Male,40,Masters,IT,Aggressive
Male,38,Bachelors,IT,Moderate
Male,42,Masters,Teaching,Moderate
Female,42,Masters,Finance,Moderate
Female,37,Masters,Medical,Aggressive
Male,41,Masters,Finance,Moderate
Male,40,Bachelors,IT,Moderate
Male,42,Masters,Teaching,Moderate
Female,41,Masters,Medical,Moderate
Female,39,Masters,Medical,Aggressive
Male,37,Masters,Finance,Moderate
Female,44,Bachelors,Medical,Moderate
Male,38,Masters,Teaching,Moderate
Female,41,Bachelors,Teaching,Moderate
Male,38,Masters,Teaching,Moderate
Female,41,Bachelors,Teaching,Moderate
Male,37,Masters,Medical,Aggressive
Male,38,Bachelors,Medical,Moderate
Male,38,Bachelors,IT,Moderate
Female,37,Bachelors,Finance,Moderate
Male,37,Bachelors,Finance,Moderate
Male,38,Bachelors,IT,Moderate
Male,39,Bachelors,Others,Moderate
Male,37,Masters,IT,Aggressive
Female,47,Masters,IT,Moderate
Female,39,Masters,Medical,Aggressive
Female,42,Masters,Others,Moderate
